customer_id,product_id,product_category,rating,purchase_amount,date
402,39,Clothing,1,270.47,2023-10-14
949,39,Beauty,3,334.03,2023-08-28
597,88,Clothing,1,168.45,2024-03-29
81,93,Beauty,3,393.46,2024-03-16
18,53,Beauty,1,347.73,2023-12-30
66,85,Beauty,2,188.35,2024-04-09
129,58,Beauty,3,337.93,2024-05-02
900,59,Home,1,360.9,2024-01-09
702,35,Electronics,4,428.2,2023-08-06
957,75,Home,2,382.37,2023-06-30
693,44,Home,1,295.73,2024-04-16
861,51,Sports,5,149.44,2024-02-09
33,22,Clothing,5,157.64,2024-02-13
127,65,Beauty,2,319.35,2024-02-05
18,28,Clothing,3,178.06,2024-06-04
848,67,Beauty,1,172.92,2023-07-03
413,27,Electronics,2,344.68,2024-04-11
636,86,Electronics,2,148.98,2024-01-29
982,89,Clothing,4,294.49,2023-10-20
93,40,Home,2,85.63,2023-10-19
499,16,Home,5,98.47,2024-02-09
801,19,Electronics,5,94.64,2024-01-30
24,75,Clothing,1,334.87,2023-07-15
322,8,Home,5,66.87,2023-08-21
276,69,Clothing,3,9.97,2024-03-22
254,51,Sports,2,116.03,2023-12-03
352,60,Sports,2,472.58,2023-09-18
417,75,Home,1,323.01,2024-04-21
371,7,Clothing,5,128.63,2024-05-10
897,15,Clothing,4,156.27,2023-10-24
309,24,Sports,4,9.36,2023-08-18
815,15,Electronics,4,82.95,2023-09-05
319,60,Beauty,4,316.63,2023-10-06
501,35,Beauty,5,119.85,2024-02-22
288,62,Clothing,1,32.57,2023-10-10
593,70,Beauty,5,89.95,2023-08-22
165,3,Sports,4,183.83,2023-12-05
734,45,Electronics,1,479.24,2024-01-06
89,21,Sports,4,74.28,2023-08-06
10,93,Home,5,478.77,2023-09-13
808,27,Home,1,131.07,2023-08-05
437,96,Beauty,5,343.63,2024-03-18
966,33,Clothing,3,139.47,2023-12-12
881,97,Beauty,5,373.53,2023-11-04
997,25,Sports,5,76.49,2023-08-21
195,10,Clothing,3,195.36,2023-07-25
313,83,Clothing,4,238.7,2023-11-20
541,4,Electronics,1,448.28,2023-09-18
638,31,Home,5,460.18,2023-10-05
78,21,Home,4,203.98,2023-10-02
905,19,Electronics,1,322.22,2024-03-02
890,99,Home,1,237.38,2023-09-24
611,51,Sports,2,171.04,2024-02-15
330,30,Sports,2,434.4,2023-09-29
892,94,Electronics,4,439.15,2023-09-09
447,98,Clothing,3,67.45,2024-03-07
906,69,Clothing,4,21.94,2024-01-29
825,41,Clothing,2,69.56,2023-06-22
316,87,Beauty,1,358.29,2024-05-09
283,50,Beauty,5,93.37,2023-07-27
953,40,Clothing,4,26.08,2024-01-01
310,44,Clothing,3,23.45,2023-11-21
983,56,Clothing,3,21.66,2023-11-29
455,53,Home,1,258.71,2023-09-11
910,79,Home,4,252.67,2023-08-10
473,25,Electronics,2,414.07,2024-01-23
392,60,Clothing,1,179.95,2023-12-22
446,16,Home,4,360.67,2023-06-27
280,32,Home,4,29.69,2024-01-24
824,49,Electronics,2,390.93,2023-06-19
421,9,Clothing,1,157.22,2024-01-22
783,84,Beauty,2,49.76,2023-12-31
823,12,Beauty,2,312.56,2024-05-30
733,6,Beauty,3,490.59,2023-11-27
687,91,Beauty,3,493.52,2024-03-02
222,35,Beauty,4,212.73,2023-10-14
628,10,Electronics,4,90.02,2023-07-14
469,18,Clothing,5,325.56,2023-08-28
840,90,Beauty,4,247.6,2024-05-18
917,70,Beauty,4,434.27,2024-03-26
668,76,Beauty,1,249.69,2024-03-19
281,32,Beauty,2,472.16,2024-03-04
617,18,Sports,1,328.39,2023-11-30
786,83,Home,1,222.49,2024-03-11
439,75,Home,5,378.58,2023-12-15
225,95,Sports,1,166.75,2023-07-20
767,4,Sports,4,29.23,2024-01-30
693,47,Home,1,105.07,2023-08-27
811,1,Clothing,4,471.21,2023-11-11
79,69,Electronics,3,129.3,2023-10-06
17,77,Electronics,4,377.82,2023-08-23
392,100,Electronics,2,282.01,2024-04-06
600,49,Electronics,4,463.76,2023-12-01
258,38,Beauty,4,35.77,2023-07-02
701,92,Beauty,3,365.61,2024-04-10
314,2,Electronics,4,449.6,2024-01-25
290,37,Beauty,5,369.43,2024-05-07
497,80,Beauty,3,108.93,2024-02-29
558,13,Home,2,89.1,2024-02-14
718,6,Electronics,2,182.42,2024-01-23
537,77,Home,2,494.46,2023-09-13
271,62,Electronics,4,332.26,2023-12-06
64,54,Beauty,3,218.35,2023-07-21
21,67,Home,5,151.2,2024-03-14
833,84,Sports,4,409.94,2023-11-12
552,7,Beauty,1,186.61,2023-07-28
502,54,Electronics,3,246.95,2023-10-25
461,97,Clothing,2,386.29,2024-06-12
550,69,Clothing,2,226.6,2024-06-09
151,48,Electronics,5,495.06,2024-04-07
566,64,Clothing,1,258.27,2023-08-28
333,11,Sports,4,404.08,2023-08-19
756,30,Electronics,4,250.1,2023-07-23
251,68,Home,3,228.73,2023-10-25
414,98,Clothing,5,51.6,2024-05-24
378,32,Electronics,5,212.68,2024-02-06
928,45,Electronics,4,217.31,2023-09-24
608,77,Home,3,440.47,2023-12-17
781,18,Electronics,2,151.39,2023-11-05
183,19,Clothing,4,312.56,2023-12-14
638,90,Electronics,3,122.03,2023-12-26
52,37,Beauty,5,300.69,2024-04-17
111,64,Clothing,5,130.0,2023-09-29
194,75,Electronics,2,223.02,2023-09-26
343,40,Sports,1,166.21,2023-08-09
810,47,Sports,3,412.71,2023-09-29
149,72,Home,4,145.46,2023-09-30
663,78,Electronics,3,236.58,2024-06-01
710,44,Sports,1,86.22,2023-10-16
954,29,Clothing,5,31.38,2023-12-01
398,70,Home,5,269.26,2024-03-03
235,51,Beauty,2,220.52,2024-02-10
597,36,Home,5,79.78,2024-04-23
246,9,Sports,2,182.67,2023-06-23
504,41,Home,1,303.45,2023-10-13
826,3,Home,2,228.78,2024-05-24
174,90,Beauty,4,401.94,2024-03-12
215,58,Clothing,2,132.86,2023-06-23
259,70,Beauty,1,203.3,2024-03-16
627,61,Clothing,3,326.13,2024-06-10
7,81,Beauty,5,146.1,2023-09-09
214,47,Beauty,4,431.69,2023-12-07
682,42,Home,4,74.55,2023-09-03
595,47,Clothing,4,140.89,2024-06-08
439,9,Home,3,159.14,2023-08-27
407,33,Home,5,468.92,2023-09-03
977,1,Home,4,265.71,2024-02-23
827,96,Electronics,4,355.7,2024-04-20
564,58,Home,5,274.31,2023-07-03
13,93,Beauty,5,43.34,2023-06-26
594,85,Beauty,5,434.94,2024-02-17
120,78,Home,4,19.74,2024-04-05
21,16,Clothing,2,367.35,2023-08-31
776,50,Electronics,1,306.03,2024-04-02
177,74,Beauty,5,128.3,2024-04-09
144,6,Beauty,1,242.82,2024-01-16
943,36,Electronics,2,290.09,2024-01-11
37,78,Electronics,4,262.11,2024-04-21
622,38,Home,1,496.35,2023-12-10
871,83,Home,5,165.7,2024-03-29
298,16,Home,2,338.08,2024-03-15
311,66,Sports,1,13.47,2024-02-15
730,34,Clothing,2,316.44,2024-03-08
274,22,Clothing,5,216.66,2023-12-25
846,72,Home,3,149.2,2024-03-11
644,21,Clothing,2,46.38,2024-05-28
441,40,Home,5,344.92,2023-09-04
995,72,Sports,5,41.77,2023-08-07
932,29,Clothing,3,335.03,2023-09-17
861,34,Beauty,1,68.42,2023-10-14
272,10,Clothing,5,90.59,2024-03-31
514,36,Home,3,205.09,2023-07-04
337,95,Electronics,2,392.11,2023-07-27
963,14,Electronics,5,64.67,2023-10-07
575,70,Sports,2,28.61,2024-01-18
25,89,Clothing,2,478.41,2023-12-01
118,38,Sports,2,363.13,2024-06-02
476,93,Beauty,4,378.23,2024-02-17
596,95,Clothing,3,438.81,2024-04-13
930,38,Sports,4,272.2,2023-10-19
383,62,Beauty,1,404.61,2023-07-10
252,25,Sports,1,141.84,2024-04-06
115,89,Sports,3,320.64,2024-02-27
783,95,Electronics,1,121.22,2023-12-23
901,54,Clothing,1,16.76,2024-04-02
990,51,Beauty,4,160.21,2023-08-28
637,63,Clothing,2,45.61,2023-09-24
522,22,Beauty,1,389.94,2023-09-10
787,90,Electronics,5,452.54,2023-07-19
122,68,Home,5,280.84,2024-05-24
78,31,Sports,2,142.6,2023-07-29
569,1,Sports,2,402.59,2024-03-26
412,55,Beauty,5,456.93,2023-11-02
426,24,Electronics,1,40.81,2023-08-25
678,48,Beauty,2,100.61,2023-06-25
339,70,Beauty,3,441.78,2023-11-10
998,37,Sports,5,26.96,2023-10-16
452,1,Clothing,4,475.94,2024-03-05
832,18,Home,1,223.23,2023-07-13
128,5,Sports,3,412.29,2024-06-09
290,83,Home,1,271.44,2023-08-23
42,88,Home,1,305.51,2024-02-26
894,41,Electronics,4,382.01,2023-10-28
411,54,Clothing,4,108.26,2023-09-03
901,58,Electronics,2,401.62,2023-10-20
197,70,Sports,5,244.81,2024-04-02
371,69,Electronics,4,244.41,2023-10-10
204,93,Clothing,2,351.3,2023-08-28
861,58,Beauty,4,57.76,2023-11-06
794,56,Electronics,2,477.97,2024-06-08
459,22,Clothing,1,188.07,2023-11-25
583,27,Sports,4,159.58,2023-07-02
63,3,Clothing,1,172.78,2024-01-28
253,26,Home,1,366.63,2023-07-05
807,62,Sports,1,12.82,2023-09-16
633,3,Clothing,3,497.9,2024-01-30
918,48,Electronics,2,62.4,2023-10-01
876,29,Clothing,4,459.83,2024-03-24
678,51,Home,5,74.3,2024-01-25
597,18,Electronics,1,216.83,2023-12-26
326,91,Electronics,3,254.82,2024-05-13
4,88,Home,4,312.04,2023-11-28
910,48,Clothing,1,485.14,2024-04-28
327,65,Beauty,1,306.59,2023-10-21
164,7,Home,2,112.1,2023-07-08
751,84,Beauty,3,347.87,2023-12-02
421,40,Electronics,2,471.64,2023-12-17
838,58,Sports,5,349.16,2023-10-13
249,22,Clothing,2,60.39,2023-12-23
180,31,Sports,4,107.09,2024-05-18
848,21,Home,1,359.86,2024-05-07
139,58,Sports,3,87.1,2024-02-17
838,52,Electronics,4,204.85,2024-01-14
558,30,Home,3,434.58,2023-07-31
175,47,Sports,4,458.12,2023-06-22
849,91,Home,1,140.61,2024-01-14
914,19,Clothing,2,240.92,2024-02-03
941,47,Clothing,4,200.25,2024-04-26
856,23,Sports,4,331.16,2024-03-06
867,86,Home,1,22.41,2023-10-01
762,35,Beauty,2,258.04,2023-09-26
983,85,Beauty,2,471.38,2023-07-31
134,26,Beauty,5,28.68,2024-03-01
997,80,Beauty,4,108.87,2024-04-17
239,80,Sports,4,481.98,2023-07-16
29,52,Home,2,425.22,2023-11-30
684,22,Beauty,1,283.33,2023-08-26
616,100,Home,1,69.93,2023-10-31
56,83,Home,2,84.51,2023-10-29
158,46,Electronics,2,104.6,2023-12-25
862,17,Sports,4,298.85,2024-02-27
175,28,Beauty,2,59.19,2023-08-13
746,84,Clothing,2,115.39,2024-03-06
717,12,Sports,2,122.23,2024-02-01
23,5,Clothing,5,201.2,2023-08-22
573,17,Sports,3,437.16,2023-09-22
639,37,Home,4,411.86,2024-02-02
442,50,Sports,4,149.2,2024-05-04
120,12,Beauty,4,250.68,2024-04-23
858,66,Home,2,402.36,2023-12-01
44,4,Clothing,4,455.94,2023-11-11
133,64,Beauty,5,158.76,2023-11-25
490,65,Electronics,1,146.09,2023-06-15
487,98,Home,3,263.72,2023-09-22
174,45,Sports,3,271.28,2024-05-26
295,13,Home,3,425.88,2023-11-24
252,83,Sports,3,403.66,2024-03-11
317,23,Home,5,284.16,2024-05-12
383,85,Electronics,3,380.38,2023-06-26
813,44,Beauty,5,434.5,2023-08-26
995,29,Beauty,3,268.06,2023-09-24
276,95,Sports,4,255.87,2023-09-14
365,6,Sports,1,133.23,2024-03-06
384,7,Home,4,116.3,2023-07-11
436,54,Sports,5,167.72,2024-03-07
10,38,Home,2,410.23,2023-09-05
610,32,Home,4,369.66,2023-11-25
763,61,Home,5,412.09,2024-04-18
697,11,Clothing,3,327.49,2023-11-21
876,12,Electronics,1,496.64,2023-07-19
958,17,Beauty,1,113.72,2023-07-30
556,50,Beauty,2,113.67,2024-02-27
495,37,Home,1,251.03,2024-05-21
558,82,Clothing,3,189.11,2024-04-16
438,37,Electronics,2,315.16,2024-05-27
583,28,Clothing,4,191.37,2023-06-25
330,48,Home,1,361.3,2024-05-18
244,37,Electronics,1,310.9,2023-11-29
328,67,Home,2,472.76,2023-07-08
543,90,Electronics,3,499.11,2024-02-20
853,16,Sports,5,199.22,2024-01-29
165,77,Home,2,274.88,2023-09-11
370,78,Beauty,3,133.23,2023-08-19
212,15,Clothing,1,225.25,2023-10-17
810,5,Beauty,1,298.91,2023-10-11
772,12,Clothing,1,328.18,2024-03-14
320,75,Sports,5,93.1,2023-09-30
160,51,Clothing,2,21.93,2023-06-20
434,36,Home,4,119.17,2023-11-05
913,18,Beauty,2,36.21,2024-04-15
284,9,Home,3,313.26,2023-08-21
204,71,Electronics,1,364.25,2023-12-09
396,88,Electronics,1,365.13,2024-03-10
431,89,Sports,5,383.45,2024-01-28
507,75,Electronics,1,258.8,2023-10-20
826,42,Electronics,3,75.65,2023-07-01
998,96,Home,5,382.85,2023-10-11
83,56,Home,1,263.69,2023-09-05
747,20,Clothing,3,491.5,2023-10-06
858,84,Electronics,3,114.15,2024-01-19
307,44,Home,1,219.43,2023-08-08
878,20,Home,5,490.05,2024-02-05
109,52,Sports,5,167.71,2023-07-07
77,17,Beauty,1,209.37,2023-07-24
47,35,Sports,5,202.06,2023-10-25
948,58,Home,2,321.76,2024-03-27
202,69,Home,4,106.03,2023-07-30
330,89,Clothing,5,362.85,2023-07-14
21,47,Beauty,1,167.77,2023-10-22
900,56,Beauty,5,460.92,2023-07-17
212,17,Electronics,1,449.98,2023-10-26
629,87,Home,3,110.32,2024-01-26
137,91,Home,5,293.91,2024-02-25
53,25,Beauty,2,406.05,2023-07-16
944,85,Electronics,5,321.08,2023-11-03
340,5,Clothing,2,310.4,2023-06-20
682,57,Home,1,235.05,2023-09-24
631,69,Home,3,243.7,2024-05-10
770,8,Home,3,335.59,2023-10-23
155,26,Electronics,1,299.13,2023-07-26
548,34,Electronics,2,440.02,2023-11-17
185,67,Home,3,276.46,2024-01-12
406,19,Sports,3,111.15,2024-04-10
842,29,Sports,3,447.72,2024-04-20
845,76,Sports,4,323.04,2023-11-21
14,15,Electronics,5,341.38,2024-03-14
642,11,Clothing,3,322.3,2023-08-02
987,23,Home,2,151.72,2024-05-06
665,47,Electronics,5,384.99,2023-11-01
340,22,Home,1,236.81,2023-07-04
893,30,Sports,5,53.89,2024-05-08
385,9,Sports,4,136.12,2023-10-24
248,19,Beauty,5,253.73,2023-11-08
634,73,Electronics,1,238.59,2023-11-02
159,14,Electronics,5,460.96,2024-05-03
371,21,Home,1,413.94,2024-02-03
1,2,Clothing,1,153.16,2024-05-05
573,100,Beauty,1,135.71,2024-04-01
917,97,Clothing,1,170.31,2023-12-31
979,50,Sports,4,143.36,2024-01-24
367,35,Electronics,2,217.99,2023-09-23
211,70,Sports,2,274.05,2024-01-31
232,38,Sports,3,203.4,2024-03-18
171,68,Electronics,2,456.61,2023-07-19
52,43,Beauty,4,455.98,2024-02-09
302,57,Clothing,2,114.84,2024-01-30
86,78,Clothing,4,423.6,2024-02-12
142,89,Electronics,5,424.16,2024-02-24
641,88,Sports,5,172.1,2023-09-12
186,31,Electronics,4,454.95,2024-04-15
111,87,Beauty,3,242.57,2023-07-07
309,54,Clothing,5,348.15,2023-11-28
62,89,Home,4,143.9,2023-12-01
11,18,Sports,5,224.4,2023-12-29
124,80,Electronics,2,401.69,2024-02-28
235,39,Beauty,1,249.1,2023-11-12
852,94,Home,1,440.47,2024-06-06
881,49,Beauty,5,490.79,2024-05-08
656,92,Home,1,351.66,2024-05-30
684,85,Electronics,3,8.25,2024-05-19
19,88,Beauty,1,343.34,2024-06-04
625,50,Clothing,1,457.21,2024-01-16
905,74,Clothing,3,230.76,2023-08-02
692,91,Clothing,3,264.25,2023-12-06
589,7,Home,1,272.96,2024-01-13
655,9,Sports,3,176.45,2023-07-21
9,84,Electronics,3,90.35,2024-01-10
589,77,Sports,4,396.36,2024-02-01
244,75,Clothing,2,366.89,2024-03-13
573,11,Electronics,2,353.06,2024-04-12
398,68,Home,4,491.01,2023-08-13
572,88,Clothing,4,145.24,2023-12-22
874,47,Sports,3,76.65,2023-08-10
237,40,Beauty,1,185.51,2023-08-31
481,38,Electronics,4,407.41,2023-12-17
224,52,Sports,3,199.61,2023-10-25
887,37,Electronics,1,123.48,2023-10-23
679,29,Beauty,3,489.64,2023-11-21
560,51,Sports,3,153.16,2023-07-12
626,82,Beauty,2,61.97,2024-03-23
830,27,Electronics,1,7.25,2024-01-27
565,53,Beauty,5,371.02,2023-12-07
230,51,Beauty,2,56.57,2024-02-19
817,33,Beauty,4,473.7,2023-11-06
960,26,Sports,2,161.47,2023-10-13
816,44,Sports,2,130.41,2023-12-18
230,47,Sports,5,98.95,2024-05-27
301,23,Sports,2,427.94,2024-01-28
677,4,Home,3,297.29,2023-09-01
146,93,Electronics,1,66.94,2023-11-10
234,49,Home,5,40.98,2024-03-07
941,24,Sports,2,166.02,2023-09-13
240,58,Beauty,4,453.4,2023-10-28
549,23,Clothing,4,412.4,2024-04-08
449,98,Sports,2,242.4,2024-03-31
506,29,Home,3,267.38,2024-01-07
202,2,Sports,1,14.16,2023-06-26
474,47,Sports,2,16.98,2024-03-14
649,46,Beauty,3,160.52,2023-08-25
622,54,Clothing,3,447.19,2024-05-16
646,81,Electronics,4,412.46,2023-12-29
356,39,Beauty,4,45.93,2024-06-09
476,27,Home,2,71.96,2024-04-09
523,9,Home,1,358.27,2023-09-13
164,23,Beauty,2,154.14,2023-08-12
926,8,Clothing,5,189.29,2023-07-11
541,8,Sports,4,352.42,2024-01-21
86,93,Clothing,4,300.28,2024-06-06
350,64,Beauty,1,461.58,2023-07-11
2,14,Home,5,173.65,2023-07-10
939,11,Beauty,3,114.53,2023-11-03
634,66,Sports,4,272.29,2023-07-10
739,84,Beauty,3,49.89,2023-11-30
873,67,Sports,2,498.18,2024-04-30
647,87,Electronics,4,276.27,2023-07-04
413,2,Home,5,320.76,2024-04-12
839,59,Home,2,294.8,2023-09-11
754,3,Beauty,5,174.06,2024-01-22
278,25,Electronics,3,354.64,2024-02-15
648,60,Home,2,79.44,2024-04-16
56,25,Clothing,3,150.59,2024-04-23
280,44,Home,2,18.08,2024-01-14
850,57,Home,4,58.55,2024-04-30
99,32,Electronics,4,337.59,2024-01-20
636,22,Clothing,1,294.09,2024-03-14
572,79,Beauty,4,125.11,2024-05-13
936,53,Clothing,5,415.36,2023-10-26
184,90,Sports,5,90.19,2023-12-29
306,12,Clothing,5,344.32,2023-08-01
800,51,Sports,1,308.72,2024-04-21
322,15,Sports,2,277.07,2023-09-18
573,54,Sports,2,190.37,2023-09-29
944,95,Clothing,1,405.51,2023-10-06
282,84,Clothing,4,120.34,2023-12-10
889,66,Sports,1,125.95,2024-03-28
276,3,Home,2,122.27,2024-05-15
110,2,Clothing,4,372.44,2023-06-18
743,90,Electronics,5,115.19,2023-07-26
834,55,Home,3,455.44,2023-12-06
871,58,Home,1,325.3,2024-01-24
992,61,Beauty,5,86.78,2023-09-16
341,86,Beauty,1,31.09,2024-01-05
412,86,Sports,3,442.7,2023-12-01
823,86,Electronics,5,19.39,2023-07-16
79,10,Electronics,5,110.53,2023-12-27
902,1,Electronics,3,351.21,2024-04-11
7,63,Beauty,4,320.37,2023-11-30
223,9,Electronics,4,408.35,2023-09-08
946,36,Home,4,237.85,2024-06-12
163,18,Clothing,4,399.92,2024-02-17
571,40,Sports,1,237.28,2023-09-11
816,15,Home,3,162.55,2023-11-04
6,70,Home,4,383.3,2024-04-21
958,63,Home,3,424.09,2024-03-25
993,46,Beauty,5,368.14,2023-08-13
531,51,Clothing,2,235.02,2024-03-23
31,49,Clothing,4,439.51,2023-06-22
495,56,Home,4,393.22,2024-02-29
866,68,Sports,2,83.91,2023-11-13
540,44,Electronics,4,317.13,2023-11-04
346,3,Home,5,38.55,2024-06-05
957,45,Sports,1,159.63,2023-08-29
353,80,Electronics,2,87.46,2024-01-26
463,7,Clothing,1,251.91,2024-04-07
245,65,Electronics,2,486.42,2024-04-16
213,62,Beauty,1,121.38,2023-09-05
64,14,Beauty,1,42.41,2024-04-12
295,84,Sports,3,280.06,2023-09-05
432,88,Sports,4,379.42,2023-10-07
402,63,Sports,4,291.68,2023-07-27
217,50,Electronics,4,46.53,2023-11-08
863,75,Electronics,4,393.81,2024-01-26
306,53,Home,4,424.89,2023-12-09
372,9,Beauty,4,229.96,2023-10-15
35,26,Sports,1,340.55,2024-04-18
933,47,Home,1,448.56,2023-07-09
137,96,Home,1,157.81,2024-06-06
981,77,Electronics,5,256.07,2024-03-19
641,12,Beauty,5,414.24,2023-09-09
235,58,Home,3,65.86,2023-08-19
351,27,Electronics,2,302.48,2024-02-08
307,45,Clothing,5,136.26,2024-05-14
778,84,Electronics,1,65.12,2023-06-26
422,85,Home,3,485.89,2023-12-19
582,22,Beauty,4,337.42,2023-08-18
402,22,Beauty,2,440.99,2024-03-16
633,52,Sports,3,396.71,2024-05-21
714,36,Home,5,267.9,2023-12-25
858,15,Sports,1,408.95,2024-02-12
514,74,Clothing,2,451.91,2023-11-24
447,44,Home,3,499.6,2024-03-08
245,42,Clothing,3,283.88,2024-01-13
557,44,Clothing,3,411.1,2024-05-03
771,33,Home,5,300.7,2023-11-21
366,9,Home,4,287.15,2024-03-25
670,70,Clothing,4,81.44,2023-06-23
690,18,Sports,2,94.36,2024-01-23
235,1,Sports,1,436.2,2024-05-08
362,74,Sports,3,355.63,2024-03-19
457,98,Clothing,2,313.64,2023-12-15
549,36,Clothing,1,32.78,2023-09-20
127,48,Electronics,5,197.36,2023-10-15
955,55,Electronics,5,227.65,2023-10-10
573,3,Electronics,3,40.69,2023-08-14
755,95,Electronics,4,412.11,2023-07-06
124,58,Home,1,326.89,2023-10-07
888,47,Electronics,2,277.99,2024-05-09
98,81,Home,3,272.23,2023-12-06
867,27,Electronics,5,301.45,2023-11-04
829,29,Beauty,5,227.8,2023-07-14
318,3,Clothing,1,328.28,2024-03-15
245,69,Sports,2,489.12,2024-04-26
712,51,Home,3,460.59,2023-11-29
558,26,Clothing,3,223.76,2023-07-24
632,92,Home,4,487.33,2023-07-25
446,61,Clothing,4,217.68,2024-05-15
803,95,Sports,4,268.99,2023-10-14
791,24,Sports,1,129.2,2024-05-27
253,46,Home,4,345.07,2023-11-15
827,76,Clothing,4,332.28,2023-09-13
143,80,Beauty,1,367.27,2024-04-22
576,70,Sports,5,179.48,2023-11-30
260,86,Clothing,2,42.49,2024-04-30
420,32,Home,1,183.09,2023-11-21
430,71,Home,2,436.21,2023-08-30
414,22,Sports,1,207.52,2024-02-29
477,49,Sports,4,190.36,2024-01-07
981,85,Beauty,5,72.59,2024-03-10
508,40,Sports,3,201.41,2023-09-19
496,15,Clothing,2,382.29,2024-05-03
268,8,Home,3,286.13,2023-08-22
561,39,Beauty,4,323.11,2024-06-10
150,11,Clothing,3,274.5,2023-10-04
84,76,Clothing,3,376.59,2023-07-28
945,10,Electronics,3,95.47,2023-08-12
380,6,Home,2,422.93,2024-04-26
815,31,Sports,3,157.09,2023-11-06
345,85,Home,2,50.81,2023-08-14
765,42,Home,1,332.83,2023-11-12
732,58,Beauty,5,79.86,2023-08-23
378,27,Electronics,5,409.85,2023-09-20
896,81,Clothing,1,111.57,2023-12-06
527,29,Clothing,4,354.59,2024-01-12
677,13,Sports,5,493.52,2024-05-26
674,59,Clothing,4,204.06,2024-02-23
238,98,Sports,4,31.43,2023-12-25
231,86,Home,5,368.47,2024-04-06
527,97,Electronics,1,440.53,2024-01-13
186,67,Home,4,75.66,2023-11-15
421,100,Electronics,3,129.91,2023-06-24
443,66,Clothing,5,98.92,2023-11-12
446,35,Clothing,2,118.85,2024-02-08
195,25,Home,3,157.72,2023-09-12
142,10,Beauty,1,301.7,2023-06-18
40,41,Beauty,2,27.54,2023-08-23
971,85,Home,3,7.61,2024-04-03
324,85,Clothing,2,227.64,2023-09-17
973,31,Clothing,5,48.88,2023-08-01
543,45,Home,1,234.29,2023-07-31
349,85,Beauty,1,208.15,2023-07-07
421,42,Sports,5,289.55,2023-08-16
760,83,Sports,4,154.82,2023-07-22
620,95,Clothing,5,39.99,2023-09-10
450,75,Electronics,2,186.13,2024-01-01
732,50,Beauty,1,211.74,2023-07-26
45,60,Clothing,4,465.65,2023-09-14
947,25,Sports,5,286.91,2024-03-11
521,35,Home,5,8.34,2023-08-22
86,85,Clothing,1,213.77,2024-01-29
484,100,Sports,3,79.85,2024-05-08
318,60,Clothing,4,23.82,2024-05-31
574,19,Clothing,3,251.5,2023-11-27
182,40,Clothing,4,264.63,2024-05-27
485,54,Beauty,5,69.15,2024-01-01
403,11,Home,4,217.61,2024-05-31
641,70,Electronics,3,211.36,2024-04-16
177,77,Sports,1,363.28,2023-11-08
515,46,Electronics,5,220.42,2024-05-08
215,49,Home,3,332.16,2023-08-04
262,76,Electronics,3,266.04,2024-04-20
612,89,Beauty,2,493.79,2024-02-26
787,89,Beauty,4,28.1,2023-07-30
142,5,Sports,2,349.53,2023-07-09
568,90,Sports,5,371.16,2023-12-13
551,99,Sports,3,14.85,2023-07-11
33,64,Sports,5,186.6,2024-05-15
552,60,Electronics,1,471.6,2023-07-05
778,13,Beauty,3,246.86,2024-01-15
398,13,Sports,5,142.92,2024-03-08
556,68,Home,4,53.54,2024-02-06
579,1,Clothing,4,286.46,2023-09-06
416,32,Beauty,1,449.38,2023-08-23
146,96,Clothing,3,412.97,2024-06-14
937,17,Sports,3,141.62,2024-05-05
964,100,Beauty,2,334.51,2023-07-07
814,56,Electronics,2,172.3,2023-10-09
445,35,Sports,1,220.42,2024-04-11
939,91,Beauty,4,328.49,2023-07-14
703,46,Home,5,220.57,2023-12-04
446,28,Clothing,3,453.84,2023-11-17
113,70,Sports,5,49.37,2024-05-04
883,10,Sports,5,257.96,2023-08-20
633,43,Clothing,3,149.65,2023-07-19
965,82,Sports,1,48.36,2023-11-24
132,79,Home,2,472.49,2024-05-10
819,24,Beauty,3,72.39,2024-02-15
545,43,Home,1,282.68,2023-12-05
578,47,Home,4,69.48,2024-04-12
593,29,Home,3,156.18,2024-02-23
474,30,Home,1,73.42,2023-07-31
490,35,Sports,5,182.73,2023-07-08
58,91,Electronics,2,26.73,2023-09-25
414,91,Sports,3,478.24,2024-01-04
82,15,Electronics,1,76.23,2023-12-09
844,68,Sports,4,369.85,2024-05-24
953,21,Home,1,235.68,2023-11-15
662,26,Home,1,327.94,2023-09-04
209,5,Home,4,90.65,2023-11-22
229,28,Clothing,4,306.87,2024-01-23
198,28,Sports,5,360.8,2024-01-08
673,99,Home,3,272.12,2024-06-02
648,79,Clothing,5,55.82,2024-05-06
315,80,Sports,4,17.61,2024-04-30
472,28,Clothing,5,376.44,2023-12-29
749,27,Electronics,3,332.33,2023-08-19
919,34,Home,1,374.76,2024-01-02
40,46,Home,4,234.38,2024-01-18
577,3,Clothing,5,476.54,2023-10-20
494,9,Electronics,3,279.56,2023-10-15
33,92,Clothing,2,329.05,2023-09-05
440,70,Clothing,1,97.16,2024-03-03
842,17,Beauty,1,77.4,2023-06-27
469,99,Electronics,3,119.42,2024-05-17
847,88,Clothing,4,449.68,2023-07-18
58,75,Beauty,5,151.06,2024-05-03
239,94,Clothing,5,221.9,2023-07-16
227,49,Clothing,1,92.04,2023-09-23
773,12,Clothing,2,32.63,2023-08-17
478,71,Home,4,411.82,2024-02-11
496,67,Home,3,182.12,2024-02-10
773,89,Sports,5,67.48,2024-03-02
877,77,Beauty,1,261.34,2023-09-13
815,89,Beauty,2,433.43,2024-06-07
854,70,Electronics,3,55.08,2023-10-19
293,77,Home,3,156.66,2024-02-06
